Date,Opponent,UCSD Rank,Opp Rank,Location,Results,Won,Conference
"Fri, Mar 25",Cal Poly Pomona *,8,RV,UC San Diego,2 - 1 (W) STATS,1.0,1
"Sat, Mar 26",Cal Poly Pomona *,8,RV,Pomona,8 - 7 (W) (11) STATS,1.0,1
"Sat, Mar 26",Cal Poly Pomona *,8,RV,Pomona,1 - 5 (L) STATS,0.0,1
"Thu, Mar 31",Cal State L.A. *,10,RV,Los Angeles,4 - 5 (L) STATS,0.0,1
"Fri, Apr 01",Cal State L.A. *,10,RV,Los Angeles,4 - 7 (L) STATS,0.0,1
"Sat, Apr 02",Cal State L.A. *,10,RV,UC San Diego,11 - 8 (W) STATS,1.0,1
"Sat, Apr 02",Cal State L.A. *,10,RV,UC San Diego,1 - 3 (L) STATS,0.0,1
"Fri, Apr 08",Sonoma State *,21,16,Rohnert Park,1 - 5 (L) STATS,0.0,1
"Sat, Apr 09",Sonoma State *,21,16,Rohnert Park,5 - 3 (W) STATS,1.0,1
"Sat, Apr 09",Sonoma State *,21,16,Rohnert Park,9 - 7 (W) STATS,1.0,1
"Sun, Apr 10",Sonoma State *,21,16,Rohnert Park,8 - 6 (W) STATS,1.0,1
"Fri, Apr 15",Cal State Stanislaus *,17,-,UC San Diego,4 - 2 (W) STATS,1.0,1
"Sat, Apr 16",Cal State Stanislaus *,17,-,UC San Diego,2 - 1 (W) STATS,1.0,1
"Sat, Apr 16",Cal State Stanislaus *,17,-,UC San Diego,2 - 1 (W) STATS,1.0,1
"Sun, Apr 17",Cal State Stanislaus *,17,-,UC San Diego,18 - 1 (W) STATS,1.0,1
"Fri, Apr 22",Academy of Art,16,-,UC San Diego,15 - 1 (W) STATS,1.0,0
"Sat, Apr 23",Academy of Art,16,-,UC San Diego,12 - 2 (W) STATS,1.0,0
"Fri, Apr 29",Chico State *,7,20,Chico,9 - 3 (W) STATS,1.0,1
"Sat, Apr 30",Chico State *,7,20,Chico,9 - 1 (W) STATS,1.0,1
"Sat, Apr 30",Chico State *,7,20,Chico,6 - 5 (W) STATS,1.0,1
"Sun, May 01",Chico State *,7,20,Chico,11 - 10 (W) STATS,1.0,1
"Thu, May 05",Cal State San Bernardino *,7,RV,UC San Diego,4 - 1 (W) STATS,1.0,1
"Fri, May 06",Cal State San Bernardino *,7,RV,UC San Diego,10 - 4 (W) STATS,1.0,1
"Sat, May 07",Cal State San Bernardino *,7,RV,San Bernardino,3 - 2 (W) STATS,1.0,1
"Sat, May 07",Cal State San Bernardino *,7,RV,San Bernardino,7 - 6 (W) STATS,1.0,1
"Thu, May 12",Cal Poly Pomona,T-6,RV,Stockton,9 - 6 (W) STATS,1.0,0
"Fri, May 13",Chico State,T-6,RV,Stockton,13 - 9 (W) STATS,1.0,0
"Sat, May 14",Cal Poly Pomona,T-6,RV,Stockton,12 - 14 (L) STATS,0.0,0
"Sat, May 14",Cal Poly Pomona,T-6,RV,Stockton,9 - 2 (W) STATS,1.0,0
"Thu, May 19",Sonoma State,6,RV,La Jolla,0 - 4 (L) STATS,0.0,0
"Fri, May 20",Western Oregon,6,22,La Jolla,6 - 3 (W) STATS,1.0,0
"Sat, May 21",Cal Poly Pomona,6,T-28,La Jolla,5 - 6 (L) STATS,0.0,0
